Stock,SecurityName,Sector,Industry,MarketCapCr,MarketCapType
HMAAGRO,HMA AGRO INDUSTRIES LTD  ,Consumer Defensive,Packaged Foods,1370.11,Micro Cap
HMVL,HINDUSTAN MEDIA VENT LTD ,Communication Services,Publishing,508.92,Micro Cap
HNDFDS,HINDUSTAN FOODS LIMITED  ,Industrials,Conglomerates,5924.5,Small Cap
HOMEFIRST,HOME FIRST FIN CO IND LTD,Financial Services,Mortgage Finance,11250.73,Small Cap
HONASA,HONASA CONSUMER LIMITED  ,Consumer Defensive,Household & Personal Products,9365.77,Small Cap
HONAUT,HONEYWELL AUTOMATION IND ,Industrials,Electrical Equipment & Parts,29663.31,Small Cap
HONDAPOWER,HONDA I POWER PRODUCT LTD,Industrials,Specialty Industrial Machinery,2198.61,Micro Cap
HPAL,HP ADHESIVES LIMITED     ,Basic Materials,Specialty Chemicals,373.2,Micro Cap
HPIL,HINDPRAKASH INDUSTRY LTD ,Basic Materials,Specialty Chemicals,152.18,Micro Cap
HPL,HPL ELECTRIC & POWER LTD ,Industrials,Electrical Equipment & Parts,2278.81,Micro Cap
HSCL,HIMADRI SPECIALITY CHEM L,Basic Materials,Specialty Chemicals,23728.92,Small Cap
HTMEDIA,HT MEDIA LIMITED         ,Communication Services,Publishing,430.34,Micro Cap
HUBTOWN,HUBTOWN LIMITED          ,Real Estate,Real Estate - Development,3182.91,Micro Cap
HUDCO,HSG & URBAN DEV CORPN LTD,Financial Services,Credit Services,43369.16,Small Cap
HUHTAMAKI,HUHTAMAKI INDIA LIMITED  ,Consumer Cyclical,Packaging & Containers,1438.01,Micro Cap
HYUNDAI,HYUNDAI MOTOR INDIA LTD  ,Consumer Cyclical,Auto Manufacturers,188273.9,Mid Cap
IBULLSLTD,INDIABULLS LIMITED       ,Real Estate,Real Estate - Development,2914.78,Micro Cap
ICDSLTD,ICDS LTD                 ,Real Estate,Real Estate Services,54.78,Micro Cap
ICEMAKE,ICE MAKE REFRIGERAT LTD  ,Industrials,Specialty Industrial Machinery,1181.9,Micro Cap
ICICIAMC,ICICI PRUDENTIAL AMC LTD ,Unknown,Unknown,135229.13,Mid Cap
ICICIBANK,ICICI BANK LTD.          ,Financial Services,Banks - Regional,1014183.2,Large Cap
ICICIGI,ICICI LOMBARD GIC LIMITED,Financial Services,Insurance - Diversified,92514.35,Mid Cap
ICICIPRULI,ICICI PRU LIFE INS CO LTD,Financial Services,Insurance - Life,96879.37,Mid Cap
ICIL,INDO COUNT INDUSTRIES LTD,Consumer Cyclical,Textile Manufacturing,5021.67,Small Cap
ICRA,ICRA LIMITED             ,Financial Services,Financial Data & Stock Exchanges,5804.25,Small Cap
IDBI,IDBI BANK LIMITED        ,Financial Services,Banks - Regional,112738.94,Mid Cap
IDEA,VODAFONE IDEA LIMITED    ,Communication Services,Telecom Services,120044.08,Mid Cap
IDEAFORGE,IDEAFORGE TECHNO LTD     ,Technology,Computer Hardware,1981.24,Micro Cap
IDFCFIRSTB,IDFC FIRST BANK LIMITED  ,Financial Services,Banks - Regional,71397.77,Mid Cap
IEX,INDIAN ENERGY EXC LTD    ,Financial Services,Capital Markets,12427.52,Small Cap
IFBAGRO,IFB AGRO INDUSTRIES LTD  ,Consumer Defensive,Beverages - Wineries & Distilleries,1337.81,Micro Cap
IFBIND,IFB INDUSTRIES LTD       ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",5652.37,Small Cap
IFCI,IFCI LTD                 ,Financial Services,Credit Services,15115.1,Small Cap
IFGLEXPOR,IFGL REFRACTORIES LIMITED,Basic Materials,Building Materials,1397.82,Micro Cap
IGARASHI,IGARASHI MOTORS INDIA LTD,Consumer Cyclical,Auto Parts,1280.25,Micro Cap
IGCL,INDOGULF CROPSCIENCES LTD,Basic Materials,Agricultural Inputs,463.24,Micro Cap
IGIL,INTERNATIO GEMM INS (I) L,Basic Materials,Other Precious Metals & Mining,13504.99,Small Cap
IGL,INDRAPRASTHA GAS LTD     ,Utilities,Utilities - Regulated Gas,25393.23,Small Cap
IGPL,I G PETROCHEMICALS LTD   ,Basic Materials,Chemicals,1167.12,Micro Cap
IIFL,IIFL FINANCE LIMITED     ,Financial Services,Credit Services,27016.86,Small Cap
IIFLCAPS,IIFL CAPITAL SERVICES LTD,Financial Services,Capital Markets,11662.2,Small Cap
IITL,INDUSTRIAL INV TRUST LTD ,Financial Services,Credit Services,328.57,Micro Cap
IKIO,IKIO TECHNOLOGIES LIMITED,Technology,Electronic Components,1314.62,Micro Cap
IKS,INVENTURUS KNOWLEDGE SO L,Healthcare,Health Information Services,29208.61,Small Cap
IMAGICAA,IMAGICAAWORLD ENT LTD    ,Communication Services,Entertainment,2974.17,Micro Cap
IMFA,INDIAN METALS & FERRO    ,Basic Materials,Other Industrial Metals & Mining,6844.08,Small Cap
IMPAL,IND MOTOR PART & ACC LTD ,Consumer Cyclical,Auto Parts,1252.74,Micro Cap
INCREDIBLE,INCREDIBLE INDUSTRIES LTD,Basic Materials,Steel,169.85,Micro Cap
INDBANK,INDBANK MERCH BANK       ,Financial Services,Capital Markets,169.75,Micro Cap
INDGN,INDEGENE LIMITED         ,Healthcare,Health Information Services,12174.47,Small Cap
INDHOTEL,THE INDIAN HOTELS CO. LTD,Consumer Cyclical,Lodging,98138.53,Mid Cap
INDIACEM,THE INDIA CEMENTS LIMITED,Basic Materials,Building Materials,14676.73,Small Cap
INDIAGLYCO,INDIA GLYCOLS LTD        ,Basic Materials,Chemicals,5940.89,Small Cap
INDIAMART,INDIAMART INTERMESH LTD  ,Communication Services,Internet Content & Information,12705.43,Small Cap
INDIANB,INDIAN BANK              ,Financial Services,Banks - Regional,114007.03,Mid Cap
INDIANCARD,INDIAN CARD CLOTHING CO. ,Consumer Cyclical,Textile Manufacturing,140.2,Micro Cap
INDIANHUME,INDIAN HUME PIPE CO. LTD.,Industrials,Engineering & Construction,2082.51,Micro Cap
INDIASHLTR,INDIA SHELTER FIN CORP L ,Financial Services,Mortgage Finance,8515.09,Small Cap
INDIGO,INTERGLOBE AVIATION LTD  ,Industrials,Airlines,182973.33,Mid Cap
INDIGOPNTS,INDIGO PAINTS LIMITED    ,Basic Materials,Specialty Chemicals,5721.56,Small Cap
INDIQUBE,INDIQUBE SPACES LIMITED  ,Real Estate,Real Estate Services,4162.22,Micro Cap
INDNIPPON,INDIA NIPPON ELECT  LTD  ,Consumer Cyclical,Auto Parts,1774.76,Micro Cap
INDOAMIN,INDO AMINES LIMITED      ,Basic Materials,Chemicals,916.06,Micro Cap
INDOBORAX,INDO BORAX & CHEMICAL LTD,Basic Materials,Chemicals,824.39,Micro Cap
INDOCO,INDOCO REMEDIES LTD.     ,Healthcare,Drug Manufacturers - Specialty & Generic,1946.06,Micro Cap
INDOFARM,INDO FARM EQUIPMENT LTD  ,Industrials,Farm & Heavy Construction Machinery,859.98,Micro Cap
INDORAMA,INDO RAMA SYNTHETICS LTD ,Consumer Cyclical,Textile Manufacturing,1134.8,Micro Cap
INDOSTAR,INDOSTAR CAPITAL FIN LTD ,Financial Services,Credit Services,3074.92,Micro Cap
INDOTECH,INDO TECH TRANSFORM LTD. ,Industrials,Electrical Equipment & Parts,1490.2,Micro Cap
INDOTHAI,INDO THAI SEC LTD        ,Financial Services,Capital Markets,3248.69,Micro Cap
INDOUS,INDO US BIOTECH LTD      ,Basic Materials,Agricultural Inputs,229.7,Micro Cap
INDOWIND,INDOWIND ENERGY LTD      ,Utilities,Utilities - Renewable,270.64,Micro Cap
INDRAMEDCO,INDRAPRASTHA MEDICAL CORP,Healthcare,Medical Care Facilities,3738.42,Micro Cap
INDSWFTLAB,IND SWIFT LABORATORIES LT,Healthcare,Drug Manufacturers - Specialty & Generic,821.99,Micro Cap
INDTERRAIN,IND TERRAIN FASHIONS LTD ,Consumer Cyclical,Apparel Retail,165.28,Micro Cap
INDUSINDBK,INDUSIND BANK LIMITED    ,Financial Services,Banks - Regional,73583.73,Mid Cap
INDUSTOWER,INDUS TOWERS LIMITED     ,Communication Services,Telecom Services,115657.06,Mid Cap
INFIBEAM,INFIBEAM AVENUES LIMITED ,Technology,Software - Infrastructure,4326.09,Micro Cap
INFOBEAN,INFOBEANS TECHNO. LTD.   ,Technology,Software - Application,1995.07,Micro Cap
INFOMEDIA,INFOMEDIA PRESS LIMITED  ,Financial Services,Shell Companies,31.37,Micro Cap
INFY,INFOSYS LIMITED          ,Technology,Information Technology Services,648658.81,Large Cap
INGERRAND,INGERSOLL-RAND INDIA LTD ,Industrials,Specialty Industrial Machinery,10160.16,Small Cap
INNOVACAP,INNOVA CAPTAB LIMITED    ,Healthcare,Drug Manufacturers - Specialty & Generic,3886.72,Micro Cap
INNOVANA,INNOVANA THINKLABS LTD   ,Technology,Software - Application,809.96,Micro Cap
INOXGREEN,INOX GREEN ENERGY SER LTD,Utilities,Utilities - Renewable,6987.67,Small Cap
INOXINDIA,INOX INDIA LIMITED       ,Industrials,Specialty Industrial Machinery,10194.56,Small Cap
INOXWIND,INOX WIND LIMITED        ,Industrials,Specialty Industrial Machinery,19786.59,Small Cap
INSECTICID,INSECTICIDES (I) LTD     ,Basic Materials,Agricultural Inputs,1866.77,Micro Cap
INSPIRISYS,INSPIRISYS SOLUTIONS LTD ,Technology,Information Technology Services,332.39,Micro Cap
INTELLECT,INTELLECT DESIGN ARENA   ,Technology,Software - Application,12748.06,Small Cap
INTENTECH,INTENSE TECHNOLOGIES LTD ,Technology,Software - Infrastructure,276.08,Micro Cap
INTERARCH,INTERARCH BLDNG SOLTN LTD,Industrials,Engineering & Construction,3470.43,Micro Cap
INTLCONV,INTL CONVEYORS LIMITED   ,Industrials,Specialty Industrial Machinery,519.01,Micro Cap
INVENTURE,INVENTURE GRO & SEC LTD  ,Financial Services,Capital Markets,119.7,Micro Cap
IOB,INDIAN OVERSEAS BANK     ,Financial Services,Banks - Regional,69535.55,Mid Cap
IOC,INDIAN OIL CORP LTD      ,Energy,Oil & Gas Refining & Marketing,224753.63,Large Cap
IOLCP,IOL CHEM AND PHARMA LTD  ,Healthcare,Drug Manufacturers - Specialty & Generic,2218.77,Micro Cap
IONEXCHANG,ION EXCHANGE (INDIA) LTD ,Industrials,Pollution & Treatment Controls,5156.06,Small Cap
IPCALAB,IPCA LABORATORIES LTD    ,Healthcare,Drug Manufacturers - Specialty & Generic,38486.93,Small Cap
IPL,INDIA PESTICIDES LIMITED ,Basic Materials,Agricultural Inputs,1906.76,Micro Cap
IRB,IRB INFRA DEV LTD.       ,Industrials,Infrastructure Operations,25236.98,Small Cap
IRCON,IRCON INTERNATIONAL LTD  ,Industrials,Engineering & Construction,15515.69,Small Cap
IRCTC,INDIAN RAIL TOUR CORP LTD,Consumer Cyclical,Travel Services,50196.0,Mid Cap
IREDA,INDIAN RENEWABLE ENERGY  ,Financial Services,Credit Services,38795.48,Small Cap
IRFC,INDIAN RAILWAY FIN CORP L,Financial Services,Credit Services,159448.84,Mid Cap
IRIS,IRIS REGTECH SOLUTION LTD,Technology,Software - Application,577.56,Micro Cap
IRISDOREME,IRIS CLOTHINGS LIMITED   ,Consumer Cyclical,Apparel Manufacturing,630.95,Micro Cap
IRMENERGY,IRM ENERGY LIMITED       ,Utilities,Utilities - Regulated Gas,1062.01,Micro Cap
ISFT,INTRASOFT TECH. LTD      ,Consumer Cyclical,Internet Retail,148.84,Micro Cap
ISGEC,ISGEC HEAVY ENG LTD      ,Industrials,Specialty Industrial Machinery,5798.54,Small Cap
ISHANCH,ISHAN DYES N CHEMICALS L ,Basic Materials,Chemicals,164.29,Micro Cap
ITC,ITC LTD                  ,Consumer Defensive,Tobacco,419400.39,Large Cap
ITCHOTELS,ITC HOTELS LIMITED       ,Consumer Cyclical,Resorts & Casinos,39972.04,Small Cap
ITDC,INDIA TOUR. DEV. CO. LTD.,Consumer Cyclical,Lodging,4878.56,Micro Cap
ITI,ITI LTD                  ,Technology,Communication Equipment,28927.5,Small Cap
IVALUE,IVALUE INFOSOLUTIONS LTD ,Technology,Information Technology Services,1345.19,Micro Cap
IVC,IL&FS INVESTMENT MANAGERS,Financial Services,Financial Conglomerates,249.34,Micro Cap
IVP,IVP LTD                  ,Basic Materials,Specialty Chemicals,151.57,Micro Cap
IXIGO,LE TRAVENUES TECHNOLOGY L,Consumer Cyclical,Travel Services,10132.15,Small Cap
IZMO,IZMO LIMITED             ,Technology,Software - Application,1059.39,Micro Cap
J&KBANK,J & K BANK LTD.          ,Financial Services,Banks - Regional,11304.74,Small Cap
JAGRAN,JAGRAN PRAKASHAN LIMITED ,Communication Services,Publishing,1501.16,Micro Cap
JAGSNPHARM,JAGSONPAL PHARMACEUTICALS,Healthcare,Drug Manufacturers - Specialty & Generic,1191.04,Micro Cap
JAIBALAJI,JAI BALAJI INDUSTRIES LTD,Basic Materials,Steel,6009.04,Small Cap
JAICORPLTD,JAI CORP LIMITED         ,Basic Materials,Specialty Chemicals,2094.48,Micro Cap
JAINREC,JAIN RESOURCE RECYCLING L,Basic Materials,Other Industrial Metals & Mining,14207.18,Small Cap
JAIPURKURT,NANDANI CREATION LIMITED ,Consumer Cyclical,Apparel Manufacturing,71.07,Micro Cap
JAMNAAUTO,JAMNA AUTO IND LTD       ,Consumer Cyclical,Auto Parts,5054.28,Small Cap
JARO,JARO INS OF TEC MG N RE L,Consumer Defensive,Education & Training Services,1045.11,Micro Cap
JASH,JASH ENGINEERING LIMITED ,Industrials,Specialty Industrial Machinery,2547.34,Micro Cap
JAYAGROGN,JAYANT AGRO ORGANICS LTD ,Basic Materials,Specialty Chemicals,579.96,Micro Cap
JAYBARMARU,JAY BHARAT MARUTI LTD    ,Consumer Cyclical,Auto Parts,1016.14,Micro Cap
JAYKAY,JAYKAY ENTERPRISES LTD   ,Industrials,Specialty Business Services,2292.14,Micro Cap
JAYNECOIND,JAYASWAL NECO INDUSTR LTD,Basic Materials,Steel,8485.55,Small Cap
JAYSREETEA,JAYSHREE TEA & INDUSTRIES,Consumer Defensive,Farm Products,247.1,Micro Cap
JBCHEPHARM,J B CHEMICALS AND PHARMA ,Healthcare,Drug Manufacturers - Specialty & Generic,29691.62,Small Cap
JBMA,JBM AUTO LIMITED         ,Consumer Cyclical,Auto Parts,14210.94,Small Cap
JGCHEM,J.G.CHEMICALS LIMITED    ,Basic Materials,Other Industrial Metals & Mining,1342.32,Micro Cap
JHS,JHS SVEND. LAB. LTD      ,Consumer Defensive,Household & Personal Products,87.23,Micro Cap
JINDALPHOT,JINDAL PHOTO LIMITED     ,Financial Services,Asset Management,1423.03,Micro Cap
JINDALPOLY,JINDAL POLY FILMS LIMITED,Consumer Cyclical,Packaging & Containers,1811.22,Micro Cap
JINDALSAW,JINDAL SAW LIMITED       ,Basic Materials,Steel,10230.21,Small Cap
JINDALSTEL,JINDAL STEEL LIMITED     ,Basic Materials,Steel,106160.57,Mid Cap
JINDRILL,JINDAL DRILLING IND. LTD ,Energy,Oil & Gas Equipment & Services,1522.81,Micro Cap
JINDWORLD,JINDAL WORLDWIDE LTD     ,Consumer Cyclical,Textile Manufacturing,2724.07,Micro Cap
JIOFIN,JIO FIN SERVICES LTD     ,Financial Services,Asset Management,182335.16,Mid Cap
JISLDVREQS,JAIN DVR EQUITY SHARES   ,Industrials,Conglomerates,52.09,Micro Cap
JISLJALEQS,JAIN IRRIGATION SYSTEMS  ,Industrials,Conglomerates,2754.11,Micro Cap
JITFINFRA,JITF INFRALOGISTICS LTD  ,Industrials,Engineering & Construction,679.09,Micro Cap
JKCEMENT,JK CEMENT LIMITED        ,Basic Materials,Building Materials,44135.62,Small Cap
JKIL,JKUMAR INFR.LTD.         ,Industrials,Engineering & Construction,4174.47,Micro Cap
JKIPL,JINKUSHAL INDUSTRIES LTD ,Industrials,Farm & Heavy Construction Machinery,320.75,Micro Cap
JKLAKSHMI,JK LAKSHMI CEMENT LTD    ,Basic Materials,Building Materials,9624.92,Small Cap
JKPAPER,JK PAPER LIMITED         ,Basic Materials,Paper & Paper Products,5874.03,Small Cap
JKTYRE,JK TYRE & INDUSTRIES LTD ,Consumer Cyclical,Auto Parts,13869.52,Small Cap
JLHL,JUPITER LIFE LINE HOSP L ,Healthcare,Medical Care Facilities,8955.01,Small Cap
JMA,JULLUNDUR MOT AGENCY LTD ,Consumer Cyclical,Auto Parts,169.57,Micro Cap
JMFINANCIL,JM FINANCIAL LIMITED     ,Financial Services,Capital Markets,13289.24,Small Cap
JNKINDIA,JNK INDIA LIMITED        ,Industrials,Specialty Industrial Machinery,1230.54,Micro Cap
JOCIL,JOCIL LIMITED            ,Basic Materials,Specialty Chemicals,125.55,Micro Cap
JPOLYINVST,JIND POL INV & FIN CO LTD,Financial Services,Asset Management,999.05,Micro Cap
JPPOWER,JAIPRAKASH POWER VEN. LTD,Utilities,Utilities - Independent Power Producers,11294.5,Small Cap
JSFB,JANA SMALL FIN BANK LTD  ,Financial Services,Banks - Regional,4218.71,Micro Cap
JSL,JINDAL STAINLESS LIMITED ,Basic Materials,Steel,65467.16,Mid Cap
JSLL,JEENA SIKHO LIFECARE LTD ,Healthcare,Medical Care Facilities,9068.98,Small Cap
JSWCEMENT,JSW CEMENT LIMITED       ,Basic Materials,Building Materials,16588.06,Small Cap
JSWENERGY,JSW ENERGY LIMITED       ,Utilities,Utilities - Independent Power Producers,86453.37,Mid Cap
JSWHL,JSW HOLDINGS LIMITED     ,Industrials,Conglomerates,20467.71,Small Cap
JSWINFRA,JSW INFRASTRUCTURE LTD   ,Industrials,Marine Shipping,55282.54,Mid Cap
JSWSTEEL,JSW STEEL LIMITED        ,Basic Materials,Steel,289003.75,Large Cap
JTEKTINDIA,JTEKT INDIA LIMITED      ,Consumer Cyclical,Auto Parts,4067.47,Micro Cap
JTLIND,JTL INDUSTRIES LIMITED   ,Basic Materials,Steel,2746.85,Micro Cap
JUBLCPL,JUBILANT AGRI N CON PRO L,Basic Materials,Specialty Chemicals,3214.38,Micro Cap
JUBLFOOD,JUBILANT FOODWORKS LTD   ,Consumer Cyclical,Restaurants,34925.61,Small Cap
JUBLINGREA,JUBILANT INGREVIA LIMITED,Basic Materials,Specialty Chemicals,10933.85,Small Cap
JUBLPHARMA,JUBILANT PHARMOVA LTD    ,Healthcare,Drug Manufacturers - Specialty & Generic,16984.15,Small Cap
JUNIPER,JUNIPER HOTELS LIMITED   ,Consumer Cyclical,Lodging,5529.18,Small Cap
JUSTDIAL,JUSTDIAL LTD.            ,Communication Services,Internet Content & Information,6120.66,Small Cap
JWL,JUPITER WAGONS LIMITED   ,Industrials,Railroads,14057.25,Small Cap
JYOTHYLAB,JYOTHY LABS LIMITED      ,Consumer Defensive,Household & Personal Products,9424.56,Small Cap
JYOTICNC,JYOTI CNC AUTOMATION LTD ,Industrials,Specialty Industrial Machinery,21161.72,Small Cap
JYOTISTRUC,JYOTI STRUCTURES LTD     ,Industrials,Specialty Industrial Machinery,1053.83,Micro Cap
KABRAEXTRU,KABRA EXTRUSION TECHNIK L,Industrials,Specialty Industrial Machinery,703.2,Micro Cap
KAJARIACER,KAJARIA CERAMICS LTD     ,Industrials,Building Products & Equipment,15856.35,Small Cap
KAKATCEM,KAKATIYA CEM SUGAR &IND L,Basic Materials,Building Materials,93.33,Micro Cap
KALAMANDIR,SAI SILKS (KALAMANDIR) L ,Consumer Cyclical,Apparel Retail,1864.17,Micro Cap
KALPATARU,KALPATARU LIMITED        ,Real Estate,Real Estate - Development,7342.89,Small Cap
KALYANIFRG,KALYANI FORGE LIMITED    ,Consumer Cyclical,Auto Parts,217.26,Micro Cap
KALYANKJIL,KALYAN JEWELLERS IND LTD ,Consumer Cyclical,Luxury Goods,49609.11,Small Cap
KAMATHOTEL,KAMAT HOTELS (I) LTD     ,Consumer Cyclical,Lodging,677.1,Micro Cap
KAMDHENU,KAMDHENU LIMITED         ,Basic Materials,Steel,633.11,Micro Cap
KAMOPAINTS,KAMDHENU VENTURES LIMITED,Basic Materials,Steel,203.7,Micro Cap
KANANIIND,KANANI INDUSTRIES LTD    ,Consumer Cyclical,Luxury Goods,31.86,Micro Cap
KANORICHEM,KANORIA CHEMICALS & INDUS,Basic Materials,Chemicals,313.02,Micro Cap
KANPRPLA,KANPUR PLASTIPACK LIMITED,Consumer Cyclical,Packaging & Containers,395.83,Micro Cap
KANSAINER,KANSAI NEROLAC PAINTS LTD,Basic Materials,Specialty Chemicals,19125.56,Small Cap
KAPSTON,KAPSTON SERVICES LIMITED ,Industrials,Specialty Business Services,643.64,Micro Cap
KARMAENG,KARMA ENERGY LIMITED     ,Utilities,Utilities - Renewable,53.2,Micro Cap
KARURVYSYA,KARUR VYSYA BANK LTD     ,Financial Services,Banks - Regional,25790.26,Small Cap
KAUSHALYA,KAUSHALYA INFRA DEV LTD. ,Industrials,Engineering & Construction,30.84,Micro Cap
KAVDEFENCE,KAVVERI DFS & WIR TEC LTD,Technology,Communication Equipment,233.81,Micro Cap
KAYA,KAYA LIMITED             ,Consumer Defensive,Household & Personal Products,581.38,Micro Cap
KAYNES,KAYNES TECHNOLOGY IND LTD,Technology,Electronic Components,24672.77,Small Cap
KCP,KCP LTD                  ,Basic Materials,Building Materials,2193.59,Micro Cap
KCPSUGIND,KCP SUGAR IND CORP LTD.  ,Consumer Defensive,Confectioners,285.5,Micro Cap
KDDL,KDDL LIMITED             ,Consumer Cyclical,Luxury Goods,2762.91,Micro Cap
KEC,KEC INTL. LIMITED        ,Industrials,Engineering & Construction,18614.03,Small Cap
KECL,KIRLOSKAR ELECTRIC CO LTD,Industrials,Specialty Industrial Machinery,617.39,Micro Cap
KEEPLEARN,DSJ KEEP LEARNING LTD    ,Consumer Defensive,Education & Training Services,34.88,Micro Cap
KEI,KEI INDUSTRIES LTD.      ,Industrials,Electrical Equipment & Parts,41917.04,Small Cap
KELLTONTEC,KELLTON TECH SOL LTD     ,Technology,Software - Application,876.16,Micro Cap
KERNEX,KERNEX MICROSYS(I) LTD   ,Technology,Software - Application,2106.16,Micro Cap
KEYFINSERV,KEYNOTE FIN SERV LTD.    ,Financial Services,Capital Markets,197.6,Micro Cap
KFINTECH,KFIN TECHNOLOGIES LIMITED,Technology,Software - Application,18408.98,Small Cap
KHADIM,KHADIM INDIA LIMITED     ,Consumer Cyclical,Footwear & Accessories,315.96,Micro Cap
KHAICHEM,KHAITAN CHEM & FERT LTD  ,Basic Materials,Agricultural Inputs,663.5,Micro Cap
KHAITANLTD,KHAITAN (INDIA)LTD.      ,Industrials,Industrial Distribution,45.87,Micro Cap
KHANDSE,KHANDWALA SECURITIES LTD ,Financial Services,Capital Markets,30.78,Micro Cap
KICL,KALYANI INVEST CO LTD    ,Financial Services,Asset Management,2086.09,Micro Cap
KILITCH,KILITCH DRUGS INDIA LTD  ,Healthcare,Drug Manufacturers - Specialty & Generic,590.41,Micro Cap
KIMS,KRISHNA INST OF MED SCI L,Healthcare,Medical Care Facilities,24952.66,Small Cap
KINGFA,KINGFA SCI & TEC IND LTD.,Basic Materials,Specialty Chemicals,5882.11,Small Cap
KIOCL,KIOCL LIMITED            ,Basic Materials,Steel,23055.04,Small Cap
KIRIINDUS,KIRI INDUSTRIES LIMITED  ,Basic Materials,Specialty Chemicals,3202.8,Micro Cap
KIRLOSBROS,KIRLOSKAR BROTHERS LTD   ,Industrials,Specialty Industrial Machinery,12801.51,Small Cap
KIRLOSENG,KIRLOSKAR OIL ENG LTD    ,Industrials,Specialty Industrial Machinery,16955.82,Small Cap
KIRLOSIND,KIRLOSKAR INDUSTRIES LTD ,Industrials,Metal Fabrication,3149.48,Micro Cap
KIRLPNU,KIRLOSKAR PNEUMATIC COM L,Industrials,Specialty Industrial Machinery,6945.94,Small Cap
KITEX,KITEX GARMENTS LTD       ,Consumer Cyclical,Apparel Manufacturing,3050.55,Micro Cap
KKCL,KEWAL KIRAN CLOTHING LTD ,Consumer Cyclical,Apparel Manufacturing,3042.13,Micro Cap
KMEW,KNOWLEDGE MARINE & EN W L,Industrials,Marine Shipping,4696.2,Micro Cap
KMSUGAR,K M SUGAR MILLS LTD      ,Consumer Defensive,Confectioners,249.23,Micro Cap
KNAGRI,KN AGRI RESOURCES LIMITED,Consumer Defensive,Farm Products,464.85,Micro Cap
KNRCON,KNR CONSTRU LTD.         ,Industrials,Engineering & Construction,3989.03,Micro Cap
KOHINOOR,KOHINOOR FOODS LIMITED   ,Consumer Defensive,Packaged Foods,92.57,Micro Cap
KOKUYOCMLN,KOKUYO CAMLIN LIMITED    ,Industrials,Business Equipment & Supplies,877.96,Micro Cap
KOLTEPATIL,KOLTE PATIL DEV. LTD.    ,Real Estate,Real Estate - Development,3329.05,Micro Cap
KOPRAN,KOPRAN LTD               ,Healthcare,Drug Manufacturers - General,705.82,Micro Cap
